Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	Y:\MS-data\2025\Jesus\dox\A1_20250325224911.mzML	Y:\MS-data\2025\Jesus\dox\A2.mzML	Y:\MS-data\2025\Jesus\dox\A3.mzML	Y:\MS-data\2025\Jesus\dox\A4.mzML	Y:\MS-data\2025\Jesus\dox\A5.mzML	Y:\MS-data\2025\Jesus\dox\B1.mzML	Y:\MS-data\2025\Jesus\dox\B2.mzML	Y:\MS-data\2025\Jesus\dox\B3.mzML	Y:\MS-data\2025\Jesus\dox\B4.mzML	Y:\MS-data\2025\Jesus\dox\B5.mzML	Y:\MS-data\2025\Jesus\dox\C1.mzML	Y:\MS-data\2025\Jesus\dox\C2.mzML	Y:\MS-data\2025\Jesus\dox\C3.mzML	Y:\MS-data\2025\Jesus\dox\C4.mzML	Y:\MS-data\2025\Jesus\dox\C5.mzML	Y:\MS-data\2025\Jesus\dox\D1.mzML	Y:\MS-data\2025\Jesus\dox\D2.mzML	Y:\MS-data\2025\Jesus\dox\D3.mzML	Y:\MS-data\2025\Jesus\dox\D4.mzML	Y:\MS-data\2025\Jesus\dox\D5.mzML	Y:\MS-data\2025\Jesus\dox\E1.mzML	Y:\MS-data\2025\Jesus\dox\E2.mzML	Y:\MS-data\2025\Jesus\dox\E3.mzML	Y:\MS-data\2025\Jesus\dox\E5.mzML	Y:\MS-data\2025\Jesus\dox\F1_20250325184234.mzML	Y:\MS-data\2025\Jesus\dox\F2.mzML	Y:\MS-data\2025\Jesus\dox\F3.mzML	Y:\MS-data\2025\Jesus\dox\F4.mzML	Y:\MS-data\2025\Jesus\dox\F5.mzML	Y:\MS-data\2025\Jesus\dox\G1.mzML	Y:\MS-data\2025\Jesus\dox\G2.mzML	Y:\MS-data\2025\Jesus\dox\G3.mzML	Y:\MS-data\2025\Jesus\dox\G4.mzML	Y:\MS-data\2025\Jesus\dox\G5.mzML	Y:\MS-data\2025\Jesus\dox\H1.mzML	Y:\MS-data\2025\Jesus\dox\H2.mzML	Y:\MS-data\2025\Jesus\dox\H3.mzML	Y:\MS-data\2025\Jesus\dox\H4.mzML	Y:\MS-data\2025\Jesus\dox\H5.mzML
Q2M3C7	SPKAP_HUMAN	SPHKAP	A-kinase anchor protein SPHKAP	5	5					12391	4766.96	6062.45	6385.02	8029.03		6966.12		8410.87		9235.3	5990.99	6181.53	8119.95	9320.26	8431.68	10948.3	4732.13				6041.9					2180.93		7024.11	5970.58		4564.42			
Q2M3G4	SHRM1_HUMAN	SHROOM1	Protein Shroom1	3	3	105777			192397	112487	62752.3	50694.6	106820	90156.9	91068.9	59922.2		53495.3		99227.5	87590	58402	54766.1	91395.1	111220	145181	110600	117482	157050	100428	102322	88369.2	250543	161701	63766.5	75287.2	76606.1	66255.8	94717.3	117229	104630	72094.8	106173	130002
Q2MJR0	SPRE3_HUMAN	SPRED3	Sprouty-related, EVH1 domain-containing protein 3	3	3	36458.1	48412.1	25703.1	38079.7	56626.4	44800.1	53834.4	47606.2	55554.8	29714.5	45823.8	43746.7	49319.8		56746.2	50210.1	64033	65453.7	53641.2	42233.2	71085.4	81506.6	58521.7	65019.2	68748.4	56554.3	52102	51130.6	98071.5	59940.8	80592.6	48813.3	71318.5	59145.1	63194.4	48720.7	69589.2	96502.3	63878.1
Q2NKQ1	SGSM1_HUMAN	SGSM1	Small G protein signaling modulator 1	7	7	72531.1	79213			128318	110510	66015.6	55689.8	81377.2	54814.4	85909.9	60502.2	106898		122362	105739	73286.3	112551	89787.9	100816	94171.8	99546.5	112088	147524	55711.8	99586.9	123412	94582.7		94602.5	103484	69808.4	64885.9	80505.4	109258	96830.1	111318	216422	88734.1
Q2NKX8	ERC6L_HUMAN	ERCC6L	DNA excision repair protein ERCC-6-like	8	8	365902	266549	332857	382651		156683	143665	137952	189214	257490	123361	246480	145787		176726	173329	134248	125141	191409	235702					135574						126038								
Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog	17	17	669792	449009	624448	462098	415943	455301	451241	357183	608251	690320	457453	605217	502482		573181	435150	412168	404701	469304	319540	257479	321257	264260	237477	361958	255474	216793		99975.2	217816	243170	241775	252724	206754	269538	221365	247659	215450	223989
Q2PPJ7	RGPA2_HUMAN	RALGAPA2	Ral GTPase-activating protein subunit alpha-2	20	20	310860	362197	279119	294167	314214	383868	315873	332006	314264	351944	349137	321895	317906	340092	264087	311816	280006	304869	301348	287825	324149	371919	354432	327306	358408	332992	340134	330856	328485	325110	318345	281500	335435	308480	326963	287939	341209	224883	321880
Q2PZI1	D19L1_HUMAN	DPY19L1	Protein C-mannosyl-transferase DPY19L1	9	8	1.90394e+06	1.74084e+06	2.12484e+06	1.8528e+06	840741	1.18969e+06	1.13479e+06	1.04893e+06	1.3828e+06	1.53096e+06	1.31734e+06	1.65816e+06	1.32694e+06		1.25883e+06	982960	779661	945658	1.09805e+06	859900	383443	331193	321530	475375	245644	298823	241273		139320	202368	243113	241486	296944	171257	188461	257826	208640	296338	324047
Q2Q1W2	LIN41_HUMAN	TRIM71	E3 ubiquitin-protein ligase TRIM71	21	21	226154	278951	111857		402119	269329	343693	304437	250587	193666	304165	260768	323784		312272	386620	461887	376182	374782	326346	1.05319e+06	1.34745e+06	1.03343e+06	1.17505e+06	1.05694e+06	1.05375e+06	1.08496e+06	728202	1.02413e+06	1.16387e+06	1.16183e+06	1.20236e+06	1.21183e+06	986052	1.36802e+06	1.1478e+06	1.24892e+06	978701	1.21846e+06
Q2QGD7	ZXDC_HUMAN	ZXDC	Zinc finger protein ZXDC	1	1	296570		237886		252910	224036		468716	199397	241125		371146	280944			420323	300163	165737		269223			228476							249863				190326		215715	350087		
Q2T9J0	TYSD1_HUMAN	TYSND1	Peroxisomal leader peptide-processing protease	3	3	11367	8053.83	5615.71		5787.33	7074.95	8659.86	9019.21	5090.56	9998.2	11493.7				5621.28		6414.42	5271.4	7623.68		8710.42			10204.7	7105.63		7099.8						8099.25	6652.77			7211.86		6772.81
Q2T9K0	TMM44_HUMAN	TMEM44	Transmembrane protein 44	2	2	5333.33		2783.47		6579.15	4283.92	3982.55	5734.79	4282.14	5733.91	9133.55	5678.66	5139.65		7361.41	6345.75	7340.71	4989.96	8379.99	8892.12	11134.3	8960.5	11563.4	4379.8	11697.3	6166.35	6293.22			9852.32	10520.4	6771.24	8438.8	10533.6	8456.31	10866.4	7106.46		12653.4
Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog	8	8	3.28873e+06	2.91739e+06	2.01818e+06	3.28075e+06	2.81544e+06	2.63273e+06	2.83842e+06	2.46384e+06	2.78114e+06	2.50882e+06	2.95182e+06	2.56776e+06	3.11273e+06	3.66138e+06	2.98682e+06	3.10508e+06	3.04953e+06	2.67592e+06	2.94325e+06	3.59989e+06	2.95991e+06	2.70372e+06	2.57803e+06	2.8673e+06	3.02337e+06	2.64131e+06	2.63013e+06	5.07224e+06	4.092e+06	2.75474e+06	2.6489e+06	2.45813e+06	2.55281e+06	2.63627e+06	2.91959e+06	3.10582e+06	3.27639e+06	3.81126e+06	3.55778e+06
Q2TAA5	ALG11_HUMAN	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	7	7	1.95281e+06	1.89189e+06	1.96814e+06	1.77406e+06	1.8773e+06	1.81868e+06	1.64842e+06	1.69276e+06	1.97652e+06	1.88392e+06	1.77045e+06	1.72629e+06	1.8121e+06		1.80529e+06	1.89555e+06	1.68998e+06	1.68622e+06	1.87773e+06	2.07657e+06	1.68848e+06	1.8578e+06	1.77934e+06	1.67044e+06	2.03585e+06	1.89481e+06	1.99652e+06	1.36151e+06	1.85309e+06	1.79585e+06	1.76924e+06	1.76981e+06	1.60394e+06	1.74985e+06	1.79753e+06	1.72115e+06	2.01498e+06	1.73734e+06	1.75416e+06
Q2TAK8	PWP3A_HUMAN	PWWP3A	PWWP domain-containing DNA repair factor 3A	15	15	216145	206806	232420	241668	260072	276431	292862	259472	238463	194442	281854	258613	303431		275653	275503	249104	268472	239869	240093	230914	265964	190031	198046	242917	235914	205887		114532	214292	259826	211924	214068	180405	240201	234594	210469	165213	250410
Q2TAL8	QRIC1_HUMAN	QRICH1	Transcriptional regulator QRICH1	11	11	2.27348e+06	2.43854e+06	2.5132e+06	1.96744e+06	2.07571e+06	2.24617e+06	2.46518e+06	2.15593e+06	2.38871e+06	2.26809e+06	2.52594e+06	2.53552e+06	2.42736e+06	1.17189e+06	2.45178e+06	2.22398e+06	2.10252e+06	2.21026e+06	2.1167e+06	1.98421e+06	1.58016e+06	1.76701e+06	1.66466e+06	1.48791e+06	1.69244e+06	1.46321e+06	1.62981e+06	770511	1.23964e+06	1.64119e+06	1.65671e+06	1.68126e+06	1.54348e+06	1.401e+06	1.60264e+06	1.4838e+06	1.75468e+06	1.27215e+06	1.64429e+06
Q2TAM9	TUSC1_HUMAN	TUSC1	Tumor suppressor candidate gene 1 protein	2	2	15660.7	17858.1	16993.2	29614.8	17323.4	16314.5	14841.1	10525.3	12807.6	17462.9		11773.3	8011.15		12216.8	19276.7	9997.47	12799.3	2494.04		7902.85	13666.8	16369.1		6051.29		10786.3				14695.7		12245.5		12632.4	10575.8	16094.7		16480.4
Q2TAP0	GOG7B_HUMAN	GOLGA7B	Golgin subfamily A member 7B	3	3	957923	526111		817378	692148	962261	979643	798621	778151	724588	876380	655064	845957		591243	1.14527e+06	1.36708e+06	1.11655e+06	823007	1.09905e+06	1.6843e+06	1.90891e+06	1.59212e+06	1.52962e+06	1.06941e+06	1.38244e+06	1.59093e+06	8.42028e+06	1.39185e+06	1.86551e+06	1.89247e+06	1.14183e+06	1.69031e+06	1.81336e+06	2.18773e+06	1.57259e+06	2.33282e+06	2.04343e+06	1.21982e+06
Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	17	17	7.96744e+06	8.53511e+06	8.03701e+06	7.62815e+06	8.88507e+06	8.73568e+06	9.33692e+06	8.89034e+06	9.22155e+06	9.42656e+06	8.40701e+06	1.00641e+07	8.58544e+06	6.43014e+06	8.60993e+06	7.14533e+06	8.06761e+06	7.96141e+06	7.98182e+06	6.55539e+06	6.94616e+06	8.10836e+06	6.81542e+06	6.65377e+06	6.6144e+06	6.39205e+06	6.71522e+06	4.42538e+06	3.91278e+06	5.887e+06	6.56548e+06	6.10319e+06	6.5153e+06	5.92962e+06	6.08285e+06	6.18692e+06	6.14856e+06	5.17895e+06	5.8064e+06
Q2TAZ0	ATG2A_HUMAN	ATG2A	Autophagy-related protein 2 homolog A	18	18	1.50083e+06	1.23988e+06	1.24483e+06	1.96121e+06	1.31093e+06	1.54552e+06	1.4608e+06	1.34669e+06	1.36481e+06	1.18959e+06	1.3035e+06	1.6467e+06	1.02421e+06		1.13924e+06	1.37111e+06	1.26994e+06	1.29675e+06	1.58577e+06	1.20324e+06	1.18191e+06	1.37933e+06	1.20419e+06	879863	961044	1.02655e+06	1.04342e+06	1.92994e+06	778744	1.17784e+06	1.21346e+06	1.15931e+06	1.02775e+06	985955	1.09956e+06	1.0905e+06	1.02041e+06	1.0789e+06	918266
Q2TB10	ZN800_HUMAN	ZNF800	Zinc finger protein 800	7	7	133050	142673	183213	155847	119673	118319	140238	68002.6	122553	128416	103621	131228	122677		111875	97947.7	106848	118554	85860.7	75670.4	49231	85799.6	81746.2	71749.1	82697.9	68663.8	66787.4		48971.3	54380.5	65862.3	88354.9	67540.1	83762.5	82384	66187.5	79262.5		57758.7
Q2TB18	ASTE1_HUMAN	ASTE1	Protein asteroid homolog 1	2	2	100380	129472	128278	142324	107432	81640.9	114483	71775.4	59152.7	74110.6	150769	92351.2	104241		68194.9	48713.6	90491.5	70304.3	66406.4	61363.4	123905	45209.2			60573.4	63829.7	63187.3				45450.6	63935.8			69868.4	24644.6	99886.5		
Q2TB90	HKDC1_HUMAN	HKDC1	Hexokinase HKDC1	1	1	22654	8616.3	4702.87		12794.4		6840.16				12221.3					5990.15				8899.51		10855.7	8316.6	7731.58	26275.2	11959.9				25543.1	9426.85	13263.3	29759.5	15761.3	54912	20291.1	46669.4	84488.5	73666.4
Q2TBE0	C19L2_HUMAN	CWF19L2	CWF19-like protein 2	7	7	27274.6	37725.2	50208.4	83943.7	54473.4	35210.1	38990	26235.3	41818.4	42870.1	35237.9	40964.8	44088.1		37168.5	42646.4	31660.3	40615.6	56015.4	30341	39146.5	28909.3	23468.3	31947.7	30734.7	17424.6	24156.9			15159.4	23127.3	27287.6	14044.6	26815.5	28770	22718.9	36288.1	38478.8	16658.8
Q2V2M9	FHOD3_HUMAN	FHOD3	FH1/FH2 domain-containing protein 3	17	17	412382	537107	291939	471770	771944	613229	737822	703550	555480	510791	803382	581614	637321		655617	849244	789748	771618	936799	847885	703101	947303	776917	805074	679000	722102	809389		596064	770230	740582	901212	856038	669106	922590	686382	789309	691024	845925
Q2VPB7	AP5B1_HUMAN	AP5B1	AP-5 complex subunit beta-1	5	5	73873.3	89025.8	64405.2	88235.4	77509.2	70393.8	67564.6	69715.8	57494.5	53418.4	72382.6	63315	66092.2		67228.5	49451.2	70155.5	51866.4	64798.2	67314.6	53675.3	47194	44647.3	72990.2	52498.8	43814.1	41172.8		35407.1	49854.4	42986.4	44109.6	50543.9	44094	50815.6	41454.3	62187.9	64480.4	67181.3
Q2VPK5	CTU2_HUMAN	CTU2	Cytoplasmic tRNA 2-thiolation protein 2	10	10	1.20117e+06	1.02909e+06	1.16935e+06	846640	825725	1.04934e+06	973468	827824	975890	1.04456e+06	1.02073e+06	1.15092e+06	1.11482e+06		896453	977959	943867	907820	983756	812357	912264	1.0138e+06	835372	1.08851e+06	830068	942756	905693		891972	865537	823189	887792	792786	782399	964391	1.01303e+06	999050	766959	856908
Q2VWA4	SKOR2_HUMAN	SKOR2	SKI family transcriptional corepressor 2	5	5						14459.4			12098.6	10038.5		11115.2			17898.6		7954.1	9324.82	15927.8	14557.2	19485.9	47378.3	33139.5	84871.7	35892.6	30179.6	48633.5		15030.1	33166.1	17705	36165.8	45123.9	27564.4	28885.9	19900	13147.6		35441.1
Q2Y0W8	S4A8_HUMAN	SLC4A8	Electroneutral sodium bicarbonate exchanger 1	18	11	999891	1.12832e+06	743099	901900	1.48326e+06	1.33253e+06	1.40137e+06	1.33815e+06	1.11948e+06	847420	1.48326e+06	1.14786e+06	1.3697e+06		1.17455e+06	1.49134e+06	1.50007e+06	1.57538e+06	1.4528e+06	1.37565e+06	2.26234e+06	2.26425e+06	2.24106e+06	1.86565e+06	2.07727e+06	2.33575e+06	2.18451e+06	6.23412e+06	1.8071e+06	2.42761e+06	2.13496e+06	2.40561e+06	2.70121e+06	2.09048e+06	2.2992e+06	2.28915e+06	2.32776e+06	3.11272e+06	1.51907e+06
Q2YD98	UVSSA_HUMAN	UVSSA	UV-stimulated scaffold protein A	3	3	10795.7	19752.4	11633	4810.82	14128.5	12834.1	15180.3	10244.4	13286.3	13671.3	14173.9	20169.7	22827.1		16249.8	14324.4	9152.1	13049	7101.47	10438.9	14058.3	13675.4	8268.87	9423.46	7609.5	11822.7	12123.6			9092.62	9917.85	8358.34	10770.9	8238.19	13930.7	12477.3	11097.2		9333.31
Q30154	DRB5_HUMAN	HLA-DRB5	HLA class II histocompatibility antigen, DR beta 5 chain	1	1				1.14956e+06	3.70824e+06			3.11776e+06							2.8062e+06				3.71126e+06	3.39274e+06	3.62949e+06			3.98615e+06	3.35055e+06		3.33726e+06		1.64403e+06				2.78635e+06	3.28391e+06				3.72239e+06	2.52665e+06
Q32M88	PGGHG_HUMAN	PGGHG	Protein-glucosylgalactosylhydroxylysine glucosidase	2	2			63463.7	145479	35089.9	31543.1	20298.8			48135.3		68233.9					16829.3	25684																		14128.8			
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1	28	27	4.21643e+06	4.651e+06	3.47148e+06	3.57895e+06	4.62818e+06	4.84081e+06	4.87502e+06	4.62065e+06	4.78729e+06	5.01462e+06	4.43612e+06	4.95107e+06	4.72269e+06	4.1953e+06	4.52644e+06	4.9361e+06	4.9477e+06	4.68853e+06	5.41942e+06	4.85358e+06	5.86821e+06	6.18649e+06	6.34444e+06	5.29083e+06	6.26822e+06	6.04124e+06	6.05855e+06	7.39425e+06	5.31078e+06	5.95024e+06	5.66556e+06	5.8291e+06	6.68091e+06	5.66498e+06	5.87788e+06	5.91075e+06	5.80512e+06	6.1232e+06	5.40726e+06
Q32NB8	PGPS1_HUMAN	PGS1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	13	13	1.7454e+06	1.81359e+06	1.33506e+06	1.44032e+06	1.96891e+06	2.06201e+06	1.76998e+06	1.77576e+06	1.68897e+06	1.26897e+06	1.91785e+06	1.89163e+06	1.83131e+06	2.16265e+06	1.86235e+06	2.02846e+06	2.14426e+06	2.13895e+06	2.10352e+06	2.12979e+06	2.95802e+06	2.7642e+06	2.55179e+06	2.33559e+06	2.64115e+06	2.68779e+06	2.75732e+06	1.94603e+06	2.3705e+06	2.95626e+06	2.74836e+06	2.85018e+06	3.32577e+06	2.86056e+06	2.47493e+06	2.81085e+06	2.81384e+06	3.15085e+06	2.10315e+06
Q32NC0	CR021_HUMAN	C18orf21	UPF0711 protein C18orf21	6	6	71010.9	47046.9	71796.1	98373.2	41129.7	30602	34362.7	41228.7	61587.4	64093.3	51827.3	66305.8	55669.3		53527	38961	64745.6	34853.2	37010.8	33966.5	32769.2	47255.2			35815.1	34184.3	37293.3			35763.8	26531.6	41436.3	29802	32747.9	37305.4	29572	35689.6		32556.9
Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1	15	15	2.80926e+06	2.75316e+06	3.38905e+06	4.16497e+06	1.20077e+06	1.68304e+06	1.74268e+06	1.36878e+06	2.256e+06	3.43889e+06	1.3249e+06	3.00294e+06	1.70782e+06		1.91785e+06	1.54768e+06	1.12749e+06	1.42186e+06	1.77707e+06	1.08393e+06	656825	467240	604984	706388	388222	680689	460669		779783	463268	510408	465100	467095	518452	501424	486940	605420	652068	739360
Q32P41	TRM5_HUMAN	TRMT5	tRNA (guanine(37)-N1)-methyltransferase	22	22	1.36229e+06	1.4104e+06	1.34923e+06	1.60831e+06	1.14243e+06	1.1948e+06	1.14334e+06	1.13747e+06	1.19438e+06	1.30322e+06	1.17142e+06	1.29365e+06	1.30785e+06		1.16871e+06	1.15001e+06	1.13684e+06	1.16168e+06	1.19218e+06	1.02375e+06	1.05452e+06	1.02351e+06	1.1102e+06	1.0755e+06	1.029e+06	931920	920349	714171	950335	995935	971565	977933	928167	889364	1.0583e+06	838397	1.11184e+06	1.12081e+06	1.08959e+06
Q32P44	EMAL3_HUMAN	EML3	Echinoderm microtubule-associated protein-like 3	17	17	799842	548828	770464	727914	316288	397067	396028	328406	405626	560510	447943	879938	428496		312464	360006	239681	335015	333019	273446																	295212	317287	
Q330K2	NDUF6_HUMAN	NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	3	3	1.9692e+06	2.10665e+06	1.30808e+06	1.46722e+06	2.11951e+06	1.92799e+06	1.81052e+06	1.95531e+06	1.95554e+06	1.40478e+06	2.29537e+06	1.97244e+06	2.15197e+06		2.08586e+06	2.10388e+06	2.4807e+06	2.10788e+06	2.39657e+06	3.01609e+06	2.71013e+06	3.35082e+06	2.84351e+06	3.10799e+06	2.61594e+06	2.85942e+06	2.68491e+06		2.76942e+06	3.39234e+06	2.38897e+06	3.72593e+06	3.45459e+06	2.91421e+06	3.20408e+06	2.4193e+06	2.93251e+06	4.13182e+06	3.34307e+06
Q33E94	RFX4_HUMAN	RFX4	Transcription factor RFX4	7	7	1.1804e+06	1.48728e+06	1.37737e+06	1.87921e+06	937671	953992	770367	850882	960374	534769	987798	804235	1.00412e+06		732036	649468	636855	619033	754771	655770	704382		460794	664769	510833	369805				541287	192256	425770		346004	737952				932254
Q3B726	RPA43_HUMAN	POLR1F	DNA-directed RNA polymerase I subunit RPA43	6	6	147199	150415	119243	118004	119415	99301.8	114280	90000.2	154035	141304	88470.7	195202	137937		124234	121872	146161	131053	129838	141999	148420	162313	112192		217679	154936	166413		80954.7	206215	165132	120940	206412	105915	172345	191793	216517	187161	87375.6
Q3B7J2	GFOD2_HUMAN	GFOD2	Glucose-fructose oxidoreductase domain-containing protein 2	6	6	644111	595560	411794	385754	791849	788148	739243	679924	630800	546208	772854	616959	740365		687024	791463	675105	778011	769180	745845	953399	929822	1.00336e+06	964950	1.00287e+06	874946	933996	1.17749e+06	937513	789640	874367	954915	904893	981933	941566	804425	823785	928238	924895
Q3B7T1	EDRF1_HUMAN	EDRF1	Erythroid differentiation-related factor 1	7	7	24450	19985.7	28925.2	15603.8	15919.2	23030.2	19725	18532	22722.4	19586.9	28391.7	28782.3	21033.2		20605.2	22662.3	25973.8	24804.1	21736.6	27157.6	23127.3	20791.5	27888.5	19364.2	27926.6	17190.5	22909.6		25791.3	20739.4	31369.7	35518.1	20583.6	29276.5	22297.9	21282.4	29840.2	25469.8	14684.7
Q3B820	F161A_HUMAN	FAM161A	Protein FAM161A	1	1	4891.23				4118	1973.69	2815.74		1511.47	3579.97	5835.28	1912.54	3061.77		3709.31	3274.81	2013.95	2813.74					1800.36		1841.98					1205.66	1584.24	1572.26							3785.48
Q3KNV8	PCGF3_HUMAN	PCGF3	Polycomb group RING finger protein 3	4	4	67141.5	80324.5	52880.5	74034.1	91905	85593.7	96866.5	104736	71083.5	69630.7	105446	98105.6	87340.3		99510.5	80526.6	103227	101434	98823	96902.6	86626	103148	94862.2	84351.7	111102	87102	83300.8		64360.7	95532.7	119133	80638.4	106465	96700.9	93581.2	98620.1	87220.1	98134.4	93397.4
Q3KP31	ZN791_HUMAN	ZNF791	Zinc finger protein 791	4	2	169076	88623	119090	227641	181535	151041	189716	98842.3	228606	127066	187334	140505	161908		150639	132806	133946	129375	178962		164963	163137	98945.9	141898	199075	115217	185215			145357	158246	151625	166527	115831	183817	101979	252691		160409
Q3KQU3	MA7D1_HUMAN	MAP7D1	MAP7 domain-containing protein 1	33	33	8.90208e+06	1.09405e+07	7.03173e+06	9.15491e+06	1.0037e+07	9.5937e+06	1.013e+07	1.04974e+07	9.66539e+06	9.5868e+06	1.01888e+07	1.01039e+07	1.12896e+07	1.01638e+07	1.09503e+07	1.105e+07	1.01383e+07	9.85371e+06	1.09058e+07	1.04967e+07	1.22849e+07	1.31121e+07	1.13718e+07	1.3292e+07	1.09265e+07	1.12279e+07	1.0672e+07	8.41632e+06	7.13677e+06	1.16453e+07	1.0938e+07	1.06272e+07	1.1259e+07	1.07722e+07	1.12151e+07	1.11653e+07	1.11483e+07	1.03444e+07	1.25594e+07
Q3KQV9	UAP1L_HUMAN	UAP1L1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	8	8	314817	341174	282815	407459	216129	203608	137669	169192	186921	241456	174247	221929	162788		195565	103843	67611.4	66978.3	181767	195179	101238	81583	149086	141372	117671	180172	95654.3		212451	90625.3	89781	130940	131378	100937	112959	123602	183876	367960	256182
Q3KR37	ASTRB_HUMAN	GRAMD1B	Protein Aster-B	5	5		93588.6	59586.7		75091.7	103525	92245.3	82551.1	71748.5	65189.6	109677	81615.4	122659		127149	121293	94635.3	136520	87631.8	136046	149594	164816	208774	154405	113177	118351	94916.7		98369	163968	154432	121899	133210	161090	107091	112971	130264	90764.1	83864.6
Q3KRA6	CB076_HUMAN	C2orf76	UPF0538 protein C2orf76	2	2	4.75649e+06	5.09581e+06	5.67362e+06	5.26581e+06	3.57431e+06	4.0264e+06	4.37418e+06	2.45002e+06	7.09876e+06	7.11306e+06	4.79068e+06	5.24313e+06	5.68484e+06		6.61125e+06	4.0574e+06	3.61583e+06	5.7706e+06	4.41708e+06	3.09633e+06		3.31717e+06			2.27313e+06	2.68972e+06	1.96805e+06			3.35248e+06	2.27969e+06	2.77606e+06	3.27953e+06			3.59593e+06			4.16511e+06
Q3KRA9	ALKB6_HUMAN	ALKBH6	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6	4	4	170871	173014	146994		186055	248760	167783	157170	149039	178406	172101	219153	174111		170189	177224	225145	207975	210527	196748	271597	227991	219702	206655	300209	206169	197789		215283	198878	227179	184601	260821	246799	262802	201483	215891	234747	283737
Q3L8U1	CHD9_HUMAN	CHD9	Chromodomain-helicase-DNA-binding protein 9	13	13	1.22076e+07	1.04527e+07	1.00383e+07	9.41536e+06	1.14292e+07	1.33772e+07	1.33463e+07	1.12868e+07	8.25547e+06	6.91101e+06	1.09201e+07	1.4337e+07	8.0817e+06		1.05607e+07	1.09099e+07	1.25981e+07	1.21396e+07	1.03311e+07	1.22664e+07	1.07333e+07	8.74843e+06	9.65994e+06	6.72312e+06	5.79854e+06	9.42087e+06	9.5487e+06		7.62248e+06	9.8152e+06	1.08524e+07	1.00952e+07	9.2968e+06	8.19359e+06	1.00568e+07	9.21808e+06	8.21695e+06	8.36378e+06	8.11165e+06
Q3LXA3	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase	20	20	1.8451e+06	2.35635e+06	1.5889e+06	1.85017e+06	2.03677e+06	2.04455e+06	2.05909e+06	1.92175e+06	2.27061e+06	2.00244e+06	1.77892e+06	2.01812e+06	2.07326e+06	1.92966e+06	2.03748e+06	2.15253e+06	1.96289e+06	2.02985e+06	1.77119e+06	1.90731e+06	1.85563e+06	1.90289e+06	1.74561e+06	1.85935e+06	1.92653e+06	1.68758e+06	1.84454e+06	2.7998e+06	2.25843e+06	1.69733e+06	1.60074e+06	1.47445e+06	1.67146e+06	1.81211e+06	1.868e+06	1.81622e+06	2.00336e+06	2.03618e+06	2.08282e+06
Q3MHD2	LSM12_HUMAN	LSM12	Protein LSM12	4	4	3.98425e+06	4.42766e+06	3.20855e+06	3.89415e+06	4.02423e+06	3.86297e+06	4.2333e+06	4.18018e+06	4.11983e+06	4.12634e+06	3.98389e+06	4.57481e+06	4.7644e+06	3.1987e+06	4.26679e+06	4.39389e+06	4.33237e+06	4.52492e+06	4.44109e+06	4.12807e+06	3.69351e+06	4.4237e+06	4.35016e+06	3.80097e+06	4.03857e+06	4.41402e+06	4.7459e+06	3.89876e+06	3.28962e+06	4.35267e+06	4.5619e+06	4.55405e+06	4.84995e+06	4.11194e+06	5.03744e+06	4.55805e+06	5.00564e+06	5.15712e+06	4.50962e+06
Q3MII6	TBC25_HUMAN	TBC1D25	TBC1 domain family member 25	5	5	254110	154020	169514	265485	195457	303591	208199	217669	225540	176449	217878	163175	216004		266331	285832	278446	224282	201944	236674	317146	264422	285772	230263	312049	216784	280728		241613	295873	219529	201721	218220	230440	271443	271127	293687	249355	279553
Q3MIX3	ADCK5_HUMAN	ADCK5	Uncharacterized aarF domain-containing protein kinase 5	12	12	160820	190384	143345	150541	183146	150930	186752	148293	165922	168682	166914	161429	168894		155250	187307	197026	175609	138008	173403	130135	170190	178270	160038	187123	201892	201510		169720	217084	188006	161482	220292	191355	175939	197162	242309	290547	189229
